Si;Fe;CaO;SiO2;MgO;Al2O3;MnO;P2O5;S;basicity;FeOn;FeOn_t;CaO_t;SiO2_t
4350;31,62323;41,1801;10,45328;6,17606;1,1791;2,13771;1,5868;0,09063;3,93944;45,8536835;47,03565976;42,2416047;10,72273554
4090;32,01392;40,10699;9,69171;5,30093;1,07147;2,21376;1,4826;0,09888;4,13828;46,420184;48,24435918;41,68307543;10,07256538
3770;31,46429;42,38752;10,25463;6,05344;1,00039;2,08203;1,57413;0,08629;4,1335;45,6232205;46,42858442;43,13576572;10,43564986
4250;27,12927;43,90892;12,7095;5,99763;1,01323;2,31189;1,68334;0,09155;3,45481;39,3374415;40,99535024;45,75949745;13,2451523
3760;27,45902;43,41319;11,39946;5,68593;0,96582;2,2869;1,63251;0,10341;3,80836;39,815579;42,07579432;45,87763129;12,04657439
3890;29,12916;42,28851;11,31866;6,1638;1,04743;2,22829;1,59908;0,09511;3,73618;42,237282;44,06857269;44,12202179;11,80940551
4190;26,80188;44,00485;10,89709;5,99404;1,10113;3,02428;1,56267;0,08866;4,03822;38,862726;41,44709053;46,93116488;11,62174459
3710;27,81623;43,41995;11,08012;5,72814;1,02128;2,75155;1,59121;0,10533;3,91873;40,3335335;42,53084562;45,78540559;11,68374879
3280;31,12133;38,9315;11,91638;5,43028;0,92211;3,52517;1,60708;0,10105;3,26706;45,1259285;47,01900363;40,56471303;12,41628334
3690;27,00336;41,93333;10,57245;5,06974;1,18578;3,35198;1,32338;0,08461;3,96628;39,154872;42,71720869;45,74845267;11,53433864
4070;28,81933;41,28629;11,33031;5,42402;0,79039;3,45645;1,57554;0,10381;3,64388;41,7880285;44,26480901;43,73333242;12,00185857
2680;30,2191;41,80575;9,49953;6,33756;0,51536;2,43287;1,43607;0,08679;4,40082;43,817695;46,0642605;43,9491616;9,986577901
2910;28,40601;44,11975;10,43734;6,32771;0,58212;2,6095;1,55177;0,09278;4,2271;41,1887145;43,01881917;46,08008699;10,90109384
3410;34,33722;38,27988;9,38302;6,07569;0,56616;2,2929;1,40614;0,09215;4,0797;49,788969;51,09083028;39,28080641;9,62836331
3890;23,56844;43,53767;13,11429;5,59276;0,84383;1,95913;1,31087;0,09492;3,31986;34,174238;37,62596999;47,93514532;14,43888469
7200;24,83935;42,34481;12,27877;5,75309;0,65005;2,0972;1,34897;0,09567;3,44862;36,0170575;39,73610347;46,71724644;13,54665009
5900;24,15798;43,86832;13,10037;6,0211;0,95522;2,01729;1,3821;0,09153;3,34863;35,029071;38,07600383;47,68411701;14,23987916
5790;23,0425;46,2802;14,16283;5,47672;1,63681;2,24867;1,65226;0,07577;3,26772;33,411625;35,59932643;49,31050037;15,0901732
5210;18,10882;51,06789;13,36336;5,17152;1,55345;2,14603;1,67941;0,09198;3,82149;26,257789;28,95365227;56,31098373;14,73536399
5230;23,01031;46,35503;14,06042;5,60407;1,39097;2,24134;1,67762;0,08986;3,29685;33,3649495;35,57774298;49,42933731;14,99291971
2740;25,81975;43,67025;13,93141;6,55237;1,01656;2,40322;1,80269;0,08395;3,13466;37,4386375;39,39238248;45,94919329;14,65842423
3510;23,58772;46,13338;12,7705;4,8708;1,29346;2,47221;1,73678;0,09705;3,6125;34,202194;36,73465385;49,54927001;13,71607614
3190;25,26515;43,57995;10,73311;6,28289;1,55381;2,07356;1,58981;0,0882;4,06033;36,6344675;40,28088339;47,91768528;11,80143133
1930;30,1924;41,8934;9,41268;4,84594;0,91577;2,45798;1,68983;0,10062;4,45074;43,77898;46,04191237;44,05886687;9,899220761
2730;25,97254;44,42406;11,51141;7,03949;0,90438;2,46546;1,95528;0,09211;3,85913;37,660183;40,23710695;47,46380689;12,29908616
2630;26,15905;42,71841;14,31883;6,26166;1,20245;2,2668;1,76805;0,07578;2,98337;37,9306225;39,9404825;44,98196429;15,07755321
3340;26,88002;44,18298;11,90813;5,79921;1,12316;2,39469;1,79497;0,09675;3,71032;38,976029;40,99842428;46,4755545;12,52602122
3030;27,17448;41,96623;13,5544;5,3341;1,03801;2,28192;1,71891;0,1007;3,09613;39,402996;41,51020948;44,21052141;14,2792691
2680;24,81443;46,02204;11,20087;5,68606;0,88516;2,68691;1,87256;0,09994;4,10879;35,9809235;38,60455321;49,37784024;12,01760655
2540;29,55907;40,59749;13,58159;6,07394;0,5866;2,3267;1,43581;0,09617;2,98916;42,8606515;44,16814725;41,83594634;13,99590641
4000;22,52341;41,23178;13,29508;5,66055;0,72334;1,96906;1,23759;0,09803;3,10128;32,6589445;37,45901605;47,29185013;15,24913382
4050;28,74681;40,22457;12,31105;5,35391;0,5631;2,2042;1,36823;0,10197;3,26736;41,6828745;44,24065012;42,69286005;13,06648983
6370;24,77992;43,00771;13,43481;6,12819;0,75272;2,07943;1,38142;0,09134;3,20122;35,930884;38,89743416;46,55854189;14,54402395
3990;23,74946;43,85494;13,33825;5,80094;0,91566;1,97709;1,34563;0,09419;3,28791;34,436717;37,58239872;47,86094566;14,55665561
4350;23,18774;43,82407;14,45064;5,97555;0,78589;2,00015;1,32802;0,0945;3,03267;33,622223;36,58688261;47,68828357;15,72483382
4230;24,10783;43,91882;13,08751;5,99234;0,97866;1,98359;1,34509;0,08843;3,35578;34,9563535;38,0114544;47,75721883;14,23132678
3960;25,49833;44,5512;12,27801;5,67857;0,90262;1,96291;1,40615;0,08962;3,62854;36,9725785;39,41564344;47,49504323;13,08931332
4310;22,617;42,09405;13,81043;5,82182;0,81749;1,98125;1,28906;0,10417;3,04799;32,79465;36,97291056;47,45711711;15,56997233
3900;26,48833;43,55121;12,68724;4,91131;0,79589;1,92134;1,41948;0,09917;3,43268;38,4080785;40,58054649;46,01458785;13,40486566
3930;26,15305;45,33528;12,14527;4,95415;0,86341;1,96174;1,47721;0,10273;3,73275;37,9219225;39,74941268;47,52002628;12,73056104
3070;32,43343;39,93389;12,48693;5,26268;0,71396;1,83945;1,38224;0,10438;3,19805;47,0284735;47,28889653;40,15502634;12,55607713
3040;33,20501;41,75143;9,63574;5,52013;0,57816;1,92865;1,37135;0,0897;4,33297;48,1472645;48,37247003;41,94671945;9,680810514
3640;27,64472;44,75099;11,2549;5,60741;0,60062;2,32523;1,4104;0,09506;3,97613;40,084844;41,71561849;46,57159763;11,71278388
3530;31,20571;40,5627;12,3727;5,08235;0,75912;1,91104;1,36719;0,09659;3,2784;45,2482795;46,08533692;41,3130779;12,60158517
3700;29,71938;42,66312;12,47487;5,9673;0,55147;2,08143;1,57536;0,10294;3,41993;43,093101;43,86910556;43,43138162;12,69951283
3530;27,71275;43,87698;11,30468;6,13798;0,52882;2,62678;1,51141;0,09121;3,88131;40,1834875;42,1364498;46,00945015;11,85410005
3480;27,21495;44,10324;12,16338;6,57976;0,48501;2,69155;1,55275;0,09148;3,6259;39,4616775;41,22258364;46,07126748;12,70614888
4420;26,61678;44,60589;11,99897;6,28565;0,4887;2,40639;1,598;0,08481;3,71747;38,594331;40,54060817;46,85532464;12,60406719
4470;27,78172;44,26639;11,40117;6,23048;0,40757;2,31339;1,49994;0,09911;3,88262;40,283494;41,98337832;46,1343447;11,88227698
5630;23,97749;45,72987;13,21242;4,68865;0,67769;2,31799;1,49057;0,08953;3,46113;34,7673605;37,10115267;48,79953106;14,09931627
6080;28,34889;43,68945;13,39872;5,92155;0,37306;2,01096;1,57383;0,09517;3,26072;41,1058905;41,86189092;44,49296605;13,64514303
5540;24,62871;46,86861;11,9309;5,70241;0,33263;2,31157;1,52869;0,08664;3,92834;35,7116295;37,78563002;49,59056705;12,62380293
5160;26,38334;42,98513;14,7662;5,39963;0,3541;2,20964;1,53893;0,09828;2,91105;38,255843;39,84685915;44,77283171;15,38030914
5680;29,05778;41,88256;13,7488;5,5479;0,51537;2,00375;1,44702;0,09245;3,04627;42,133781;43,09693677;42,83997299;14,06309024
5820;25,90785;44,57321;13,67381;5,4816;0,6292;2,10553;1,50693;0,09618;3,25975;37,5663825;39,20785769;46,52085078;14,27129153
6230;25,8987;44,45597;12,73806;5,10298;0,54883;2,25024;1,4778;0,10051;3,49001;37,553115;39,63508874;46,92064336;13,4442679
5840;23,91717;43,73438;16,86246;4,88608;0,32438;2,08821;1,5582;0,09223;2,59359;34,6798965;36,39912299;45,90247484;17,69840217
6090;24,3466;44,01448;14,73395;5,61789;0,46171;2,21861;1,51623;0,09398;2,98728;35,30257;37,53556049;46,7985242;15,6659153
7670;24,12934;46,41562;13,58748;5,01338;0,55096;2,3124;1,52673;0,09873;3,41606;34,987543;36,83262045;48,86336015;14,3040194
6830;24,07551;46,39138;13,67647;5,00854;0,56018;2,31168;1,54272;0,10522;3,39206;34,9094895;36,75559842;48,84468258;14,399719
8590;21,22457;48,55412;14,39771;4,62569;0,55296;2,39826;1,56755;0,09243;3,37235;30,7756265;32,83523062;51,80351821;15,36125116
5130;24,00473;45,63849;13,08024;4,77938;0,50491;2,30487;1,48882;0,10469;3,48912;34,8068585;37,21640148;48,79786455;13,98573397
7680;21,15741;48,56515;14,26183;4,56519;0,41413;2,39984;1,48824;0,09246;3,40525;30,6782445;32,80912341;51,93843473;15,25244186
6430;19,97994;43,21245;12,07879;4,36798;0,38791;2,32042;1,26344;0,08927;3,57755;28,970913;34,3818808;51,28334426;14,33477495
5010;20,81565;49,65363;15,4691;4,84895;0,49241;2,31539;1,44615;0,08203;3,20986;30,1826925;31,66943885;52,09948049;16,23108066
5720;20,48518;49,97618;17,09571;5,41859;0,54485;2,28942;1,57154;0,07755;2,92332;29,703511;30,69324507;51,64140834;17,66534659
5490;22,22127;47,87101;15,2218;5,63595;0,80194;2,22017;1,58649;0,09403;3,1449;32,2208415;33,80506464;50,22471519;15,97022017
6460;20,79054;49,51846;15,44846;5,06613;0,55684;2,29394;1,41462;0,08056;3,2054;30,146283;31,69516119;52,06265633;16,24218249
6730;19,2446;48,9334;15,98112;5,38322;0,66369;2,19389;1,50541;0,074;3,06195;27,90467;30,06347071;52,71905519;17,2174741
4650;21,0839;48,32801;15,86507;6,00353;0,93197;2,16947;1,69474;0,08779;3,04619;30,571655;32,26058196;50,99788439;16,74153365
6620;22,44555;47,62883;14,75167;5,01743;0,69714;2,23488;1,5508;0,09288;3,22871;32,5460475;34,28550638;50,17440458;15,54008904
2890;22,25355;47,85628;13,28656;4,89528;0,60955;2,22449;1,43802;0,081;3,60186;32,2676475;34,54392367;51,2322345;14,22384184
5610;21,02204;48,07538;14,70156;5,31044;0,73264;2,19036;1,54405;0,0872;3,27009;30,481958;32,68530795;51,5504483;15,76424375
2280;22,73432;46,89701;13,03625;4,90633;0,67842;2,17416;1,46092;0,08433;3,59743;32,964764;35,48489255;50,48224707;14,03286038
4100;21,1309;48,90352;14,73529;5,33259;0,72931;2,19895;1,50108;0,08596;3,3188;30,639805;32,49920992;51,87127537;15,62951471
4750;21,16817;47,66661;15,21978;5,6079;0,80543;2,18135;1,6119;0,08442;3,13189;30,6938465;32,79949661;50,93662058;16,26388281
4350;23,92259;46,24699;13,52442;4,75272;0,47493;2,10131;1,36983;0,07528;3,41952;34,6877555;36,72248777;48,95976982;14,31774241
5620;21,92053;49,30405;13,17868;5,13841;0,60838;2,11473;1,48896;0,07975;3,7412;31,7847685;33,71763228;52,30227892;13,9800888
5130;23,67283;46,20645;15,4715;5,7185;0,70124;2,05467;1,59835;0,08537;2,98655;34,3256035;35,7545135;48,12993719;16,11554931
5560;25,60906;45,88682;14,37637;5,51421;0,6211;2,04014;1,5423;0,08096;3,19182;37,133137;38,12580838;47,11350152;14,7606901
5130;26,09008;43,86291;15,10512;5,16717;0,48937;1,94305;1,40525;0,08061;2,90384;37,830616;39,08176154;45,31355738;15,60468108
4840;27,49915;41,33967;17,30759;5,20537;0,57596;1,87421;1,46981;0,08825;2,38853;39,8737675;40,47234231;41,96025057;17,56740712
5280;26,56637;41,48268;17,30778;4,70222;0,44957;1,89154;1,44744;0,09385;2,39677;38,5212365;39,58541253;42,62866797;17,7859195
3490;23,50621;46,67833;13,86865;5,08628;0,73873;2,1896;1,64465;0,09006;3,36575;34,0840045;36,01780609;49,3266875;14,65550641
2320;24,43039;46,01437;13,34306;5,18055;0,8167;2,12671;1,66688;0,09809;3,44856;35,4240655;37,37445301;48,54784128;14,07770571
2070;24,04538;45,66944;12,35159;4,75666;0,72663;2,15713;1,38172;0,07979;3,69745;34,865801;37,53578481;49,16675433;13,29746086
3350;23,04499;46,47297;13,14376;5,03776;0,76507;2,16962;1,47543;0,09082;3,53574;33,4152355;35,91801519;49,95376562;14,12821919
5540;23,04246;46,50655;13,39064;4,99153;0,77903;2,18383;1,49603;0,08995;3,47306;33,411567;35,80753626;49,8415706;14,35089313
6030;22,21336;48,13384;14,84913;5,51013;0,83621;2,13009;1,61171;0,08781;3,24153;32,209372;33,83609576;50,5648238;15,59908044
2440;26,4662;44,53577;12,84121;5,267;0,86542;2,09676;1,54099;0,09297;3,46819;38,37599;40,07811977;46,51111083;13,4107694
4420;28,66877;42,69553;12,14103;5,04737;0,87166;2,06069;1,46395;0,09909;3,51663;41,5697165;43,1193051;44,2870854;12,5936095
6170;21,3064;47,70858;13,57206;5,34719;0,82488;2,06703;1,45212;0,08056;3,5152;30,89428;33,51701309;51,75874305;14,72424386
6130;21,76604;46,85362;14,71452;6,26601;0,96996;2,10936;1,42831;0,06102;3,18418;31,560758;33,88932832;50,3105062;15,80016549
3450;25,06879;46,17382;14,60819;5,59109;0,55674;2,11541;1,66928;0,08523;3,16082;36,3497455;37,42313244;47,53730617;15,03956139
6280;21,8375;48,22555;15,31938;6,16202;0,98162;2,1106;1,60089;0,08587;3,14801;31,664375;33,25764745;50,65213952;16,09021303
6810;18,70113;49,09676;15,23934;5,19638;0,9995;2,28278;1,51191;0,07993;3,22171;27,1166385;29,65098579;53,68539073;16,66362347
8040;18,21578;47,56287;14,19801;4,21545;0,93807;2,29253;1,4363;0,07692;3,34997;26,412881;29,95548869;53,94220396;16,10230735
6770;18,85866;49,72974;15,89578;5,65517;1,10737;2,2707;1,59237;0,07978;3,12849;27,345057;29,41259255;53,4897616;17,09764585
5100;23,65888;45,24998;14,81557;5,77138;0,70239;2,20105;1,53755;0,07861;3,05422;34,305376;36,35163652;47,94906855;15,69929493
3120;28,21471;43,7616;11,75506;5,3281;0,91169;2,11339;1,58652;0,10459;3,72279;40,9113295;42,42681996;45,38267388;12,19050616
4650;22,14439;45,60906;15,94147;5,84897;0,8268;2,19586;1,61207;0,07786;2,86103;32,1093655;34,2829397;48,69646689;17,02059341
5680;20,03617;49,04302;14,6889;5,38167;0,62353;2,19298;1,56013;0,08642;3,33878;29,0524465;31,31179055;52,85698642;15,83122303
5430;24,45727;45,39391;16,5308;5,44335;0,64968;2,24184;1,61581;0,08461;2,74602;35,4630415;36,41427279;46,6115187;16,97420851
3400;25,85723;45,08897;13,41773;5,59604;0,65138;2,12396;1,57829;0,0866;3,3604;37,4929835;39,05531991;46,96783193;13,97684816
5050;25,33747;44,73255;12,22361;5,48054;0,58985;2,09798;1,38209;0,08184;3,65952;36,7393315;39,21141873;47,74247862;13,04610265
5860;23,43113;45,44821;15,42122;6,02244;0,76285;2,19405;1,64923;0,07915;2,94712;33,9751385;35,82191267;47,91862172;16,25946561
5060;22,15609;48,9979;14,87513;5,61869;0,62952;2,2379;1,78389;0,08133;3,29395;32,1263305;33,46515053;51,03981917;15,4950303
3190;22,26264;47,70097;14,27396;5,61021;1,13646;2,14598;1,7201;0,0953;3,34182;32,280828;34,24812307;50,60801697;15,14385996
5590;21,03839;48,26219;15,55114;6,05332;1,13423;2,03986;1,56847;0,09008;3,10345;30,5056655;32,34307717;51,16910941;16,48781342
5110;19,06623;49,1476;15,75469;5,53808;0,95588;2,18155;1,40609;0,07732;3,11955;27,6460335;29,87199817;53,10479773;17,0232041
4510;19,27391;48,20926;15,31889;5,0727;0,74662;2,21479;1,40632;0,08298;3,14705;27,9471695;30,5515954;52,70193126;16,74647335
5770;17,43883;50,2446;15,32641;5,4055;1,25054;1,9633;1,49099;0,08657;3,2783;25,2863035;27,83078492;55,30055651;16,86865857
5580;19,02243;48,17786;15,12274;5,29351;0,81678;2,22052;1,38065;0,07277;3,18579;27,5825235;30,34944491;53,01078808;16,63976701
4060;21,56413;46,93219;13,43888;4,88058;0,54554;2,15439;1,3589;0,07286;3,49227;31,2679885;34,12080941;51,21417741;14,66501317
4400;19,02686;48,13526;14,96806;5,11562;0,65635;2,20709;1,36781;0,07876;3,21586;27,588947;30,42039626;53,07537411;16,50422963
3850;19,38823;48,5939;14,81832;5,12758;0,62367;2,21588;1,38349;0,07389;3,27931;28,1129335;30,71607359;53,09349194;16,19043447
3590;33,51336;40,19666;10,47598;5,46456;0,58197;2,07551;1,27549;0,0864;3,83703;48,594372;48,95319303;40,49347229;10,55333468
4210;22,54048;48,24187;13,81693;5,25382;0,69387;2,14068;1,43951;0,08587;3,49151;32,683696;34,49739808;50,91893505;14,58366687
4370;30,69612;41,53316;11,14231;5,2252;0,59632;2,0607;1,27343;0,08143;3,72752;44,509374;45,79867824;42,73625217;11,46506959
3770;21,90707;48,17587;14,21195;5,27061;0,69072;2,14813;1,41061;0,06683;3,38982;31,7652515;33,7378813;51,16760317;15,09451553
3690;28,45028;43,4954;12,26972;5,69859;0,94125;2,14568;1,42272;0,08091;3,54494;41,252906;42,5208672;44,83228715;12,64684565
4070;30,14834;42,64998;10,87536;5,94609;0,56224;2,01888;1,52214;0,07984;3,92171;43,715093;44,95567497;43,86033534;11,18398969
4220;28,17037;42,33111;12,87547;5,82226;0,83968;1,91761;1,46095;0,08943;3,28773;40,8470365;42,52524578;44,07029276;13,40446146
1840;22,72757;46,41237;14,14768;5,63213;0,98115;3,43143;1,59767;0,08552;3,28056;32,9549765;35,24030066;49,63092215;15,12877719
2700;21,98601;47,28489;14,18787;5,41049;0,7059;3,22383;1,70379;0,09052;3,33277;31,8797145;34,14983338;50,65199423;15,19817238
1850;25,25314;44,97511;9,70097;5,42195;1,41975;3,46099;1,4421;0,09865;4,63614;36,617053;40,10931797;49,26450492;10,62617711
3310;25,55896;43,75231;11,37254;5,28231;0,83222;3,74747;1,79621;0,09747;3,84719;37,060492;40,20215275;47,46124389;12,33660336
3240;23,97133;44,45223;11,72945;5,53612;0,84064;3,2674;1,67862;0,10253;3,78979;34,7584285;38,22123051;48,8807752;12,89799429
4540;24,90756;43,90579;11,36757;5,20767;0,74144;3,57424;1,69824;0,08641;3,86237;36,115962;39,51879849;48,04258204;12,43861947
2400;24,39614;44,24416;11,74037;5,0932;0,80422;3,41074;1,64823;0,1003;3,76855;35,374403;38,72024534;48,42893688;12,85081777
1670;26,09153;43,49717;11,30942;5,46975;1,39204;3,67376;1,61393;0,09169;3,8461;37,8327185;40,83873154;46,95325419;12,20801427
1690;24,82018;44,14439;11,52974;5,36821;0,85353;3,50471;1,72679;0,08876;3,82874;35,989261;39,26241502;48,15923731;12,57834766
1680;27,71965;42,1031;10,01402;5,56371;1,43495;3,84658;1,68917;0,10258;4,20441;40,1934925;43,54157275;45,61024877;10,84817848
1890;29,071;42,36533;8,99031;5,50946;1,28;3,85821;1,7279;0,09243;4,71234;42,15295;45,07922748;45,306351;9,61442152
1840;26,85657;42,75249;11,07974;5,26293;0,90413;4,05378;1,87756;0,09157;3,85862;38,9420265;41,97503485;46,08227715;11,942688
3720;25,28147;44,76112;11,37423;5,45716;1,12251;3,47349;1,66732;0,09682;3,93531;36,6581315;39,50507181;48,23735383;12,25757436
2120;24,29728;44,81175;11,83527;5,17916;0,75642;3,41139;1,67289;0,0843;3,78629;35,231056;38,3454438;48,77306094;12,88149525
3780;25,04362;44,59349;11,36111;5,70686;1,13533;3,46681;1,66599;0,09315;3,9251;36,313249;39,35634069;48,33047533;12,31318398
3130;25,24767;44,64495;11,22711;5,44224;1,17303;3,46916;1,69848;0,09918;3,97653;36,6091215;39,58548205;48,27463196;12,13988599
6010;20,79893;46,19773;16,39276;5,90042;1,44889;1,92564;1,46048;0,09513;2,81818;30,1584485;32,51621958;49,80944337;17,67433705
6300;20,89186;46,83048;16,25234;6,48047;1,54822;1,97749;1,42018;0,07659;2,88146;30,293197;32,44216017;50,15257826;17,40526157
5420;20,51094;49,05706;15,23587;5,13398;1,45468;2,005;1,50338;0,0921;3,21984;29,740863;31,62784575;52,16960673;16,20254752
6070;20,50591;45,80989;15,91324;5,00138;1,39474;1,96927;1,46657;0,1032;2,87873;29,7335695;32,51108958;50,08915722;17,3997532
5820;19,82309;47,47646;17,43467;5,54019;1,68449;1,94735;1,55489;0,09176;2,72311;28,7434805;30,6909402;50,69313699;18,61592281
5310;19,90902;48,48602;15,96265;5,49946;1,66854;1,95628;1,52423;0,09962;3,03747;28,868079;30,93558156;51,95853962;17,10587882
5680;22,78447;45,42759;14,57545;5,33784;1,21786;1,91687;1,46261;0,09867;3,11672;33,0374815;35,50870198;48,82559692;15,6657011
5030;19,69955;48,36341;16,95192;5,4422;1,70804;1,94105;1,59088;0,10321;2,85298;28,5643475;30,42655052;51,5163785;18,05707098
5920;21,36891;46,39831;14,7579;5,37179;1,34317;1,93574;1,408;0,09891;3,14397;30,9849195;33,62767492;50,35569919;16,01662589
8090;21,33612;47,22801;14,59462;5,34585;1,29899;1,96092;1,47037;0,0885;3,23599;30,937374;33,35206195;50,91419573;15,73374231
5610;18,94508;47,81011;15,63633;6,14807;1,5183;1,94527;1,28483;0,09665;3,05763;27,470366;30,21483839;52,58665818;17,19850343
5650;21,13235;45,7219;14,13767;5,1917;1,33394;1,9423;1,31269;0,08244;3,23405;30,6419075;33,85790856;50,52061167;15,62147977
8050;23,22936;46,27672;15,10443;6,1935;1,58779;1,82685;1,33935;0,08997;3,06378;33,682572;35,43157294;48,67968456;15,8887425
6840;24,14124;45,79608;12,86987;5,54067;1,27923;1,86276;1,23486;0,09735;3,55839;35,004798;37,37004214;48,8904818;13,73947606
7500;23,74622;46,13231;14,06486;5,55557;1,29258;1,85266;1,35895;0,10376;3,27997;34,432019;36,38625604;48,7506133;14,86313066
8600;20,57166;47,5586;13,79998;4,63713;1,23053;1,97736;1,3169;0,08327;3,44628;29,828907;32,71162303;52,15474356;15,13363341
6350;21,28304;46,76104;14,59115;5,29651;1,29613;1,95711;1,45279;0,09207;3,20475;30,860408;33,46658555;50,71003422;15,82338023
5690;21,62505;46,03856;14,05489;5,10465;1,26214;1,95923;1,38649;0,0896;3,27563;31,3563225;34,2880268;50,34300113;15,36897208
6780;19,09901;47,65308;14,9263;5,87032;1,42456;1,95033;1,21707;0,08676;3,19256;27,6935645;30,67759078;52,7877763;16,53463292
8010;19,65323;48,60066;15,11879;5,63335;1,25417;1,95779;1,41119;0,09251;3,21459;28,4971835;30,90243313;52,70270466;16,39486221
5830;17,99739;48,50487;13,50719;5,33605;1,40245;1,97145;1,11531;0,07807;3,59104;26,0962155;29,61834782;55,05143498;15,33021719
6700;19,82371;48,58814;14,89223;5,42567;1,48258;1,97716;1,39704;0,09566;3,26265;28,7443795;31,16775015;52,68449116;16,14775869
5660;17,72668;48,8315;14,64231;5,43979;1,44373;1,98598;1,28491;0,08955;3,33496;25,703686;28,82306316;54,75764872;16,41928811
6560;20,20901;47,12128;17,06628;5,07776;1,13351;2,00602;1,40914;0,09723;2,76107;29,3030645;31,34331882;50,40214487;18,25453631
6860;19,93517;47,94476;14,6475;5,68924;1,26888;1,96166;1,36514;0,09009;3,27324;28,9059965;31,59185498;52,39964327;16,00850176
5930;18,76369;47,44754;18,05087;5,40759;1,42524;1,95854;1,33249;0,09909;2,62855;27,2073505;29,34806894;51,18078935;19,47114171
6350;19,3423;48,40891;14,46517;4,99898;1,38911;1,87248;1,21682;0,08872;3,34658;28,046335;30,84712603;53,24316876;15,90970521
7620;19,77258;46,28992;15,97309;4,98684;1,22186;2,10063;1,28314;0,10084;2,89799;28,670241;31,52888595;50,90538333;17,56573071
6370;19,49039;47,18366;17,35272;5,18199;1,09402;2,0566;1,35803;0,09944;2,71909;28,2610655;30,4545727;50,84586084;18,69956647
7130;20,02825;47,76228;16,2294;4,79234;1,31383;1,87754;1,25707;0,09178;2,94295;29,0409625;31,21588479;51,33927051;17,4448447
6710;19,93951;46,73493;15,93693;4,68247;1,28478;1,87021;1,2428;0,09848;2,93249;28,9122895;31,56909755;51,0294961;17,40140634
7280;20,34833;48,27017;16,02293;5,54283;1,28859;1,94444;1,3552;0,08088;3,01257;29,5050785;31,45591841;51,46173494;17,08234665
6990;18,44481;43,70988;12,29851;4,72657;1,25643;1,82658;1,05077;0,08901;3,55408;26,7449745;32,31889683;52,81945968;14,86164348
7730;20,8123;48,07729;15,39576;5,26816;1,16706;1,96726;1,35802;0,08595;3,12276;30,177835;32,22375848;51,33671721;16,4395243
7610;20,15973;46,93568;15,73399;5,47233;1,7423;1,99117;1,31202;0,08989;2,98308;29,2316085;31,80761898;51,07184662;17,1205344
7610;20,39347;47,63987;14,60473;4,88654;1,17808;1,9582;1,2827;0,08722;3,26195;29,5705315;32,2065993;51,88673067;15,90667002
7520;20,15754;46,95937;15,78026;4,97418;1,42116;1,9791;1,3111;0,08711;2,97583;29,228433;31,78106839;51,06051869;17,15841292
6310;19,55995;49,13785;14,93891;5,19098;1,17333;1,96976;1,30058;0,08373;3,28925;28,3619275;30,68188035;53,15723463;16,16088502
7050;19,69971;47,33574;15,40022;5,5913;1,44274;1,95675;1,25614;0,07755;3,07371;28,5645795;31,2863206;51,84606823;16,86761117
7640;18,41096;49,195;15,82707;5,97697;1,54289;2,05159;1,3934;0,08702;3,10828;26,695892;29,1065037;53,6372581;17,25623821
6860;19,60521;48,5901;15,36768;5,39159;1,23144;1,9632;1,28411;0,07209;3,16184;28,4275545;30,77063546;52,59503607;16,63432847
5590;19,59147;48,62969;15,16655;5,37474;1,21186;1,96668;1,26565;0,0767;3,20638;28,4076315;30,80958645;52,74148385;16,4489297
6770;20,24082;48,85277;15,45382;5,16463;1,32201;1,99398;1,45437;0,08337;3,16121;29,349189;31,33729633;52,16204544;16,50065822
6060;19,87859;48,55763;18,3148;5,17812;1,11565;1,97874;1,5566;0,10181;2,65128;28,8239555;30,12021337;50,74134174;19,13844489
7970;18,28491;49,24268;16,08779;6,15863;1,5841;2,04653;1,36818;0,08526;3,06087;26,5131195;28,86768651;53,61580516;17,51650832
5560;18,77214;49,04703;15,32686;5,60451;1,37343;2,06848;1,36175;0,08964;3,20007;27,219603;29,71783487;53,54859651;16,73356862
6080;16,22351;51,67595;16,97672;5,90647;1,23842;1,94377;1,32292;0,08375;3,04393;23,5240895;25,52062974;56,0617994;18,41757086
6110;16,41014;50,65895;15,70639;5,41058;1,05921;1,95237;1,2355;0,07852;3,22537;23,794703;26,39162783;56,18780594;17,42056623
6600;24,1294;44,35282;11,3776;4,27543;0,52067;2,5381;1,71852;0,08296;3,89826;34,98763;38,56744055;48,89084366;12,54171579
5380;17,73618;48,19877;13,40337;5,70343;1,22541;1,98131;1,09382;0,0849;3,59602;25,717461;29,45210549;55,19811067;15,34978384
4930;19,14543;50,23637;15,37702;4,81667;1,29871;2,04533;1,51206;0,10273;3,26698;27,7608735;29,73075498;53,80108835;16,46815667
4700;19,22443;50,30831;16,4139;4,80281;0,94824;2,01492;1,48478;0,09712;3,06498;27,8754235;29,46735819;53,18136209;17,35127972
5400;17,63754;51,35105;16,34775;5,90543;1,27059;1,95922;1,40187;0,09647;3,14117;25,574433;27,41883408;55,05443346;17,52673245
6040;18,51513;48,62449;14,845;5,43348;1,41149;2,0603;1,36214;0,09778;3,27548;26,8469385;29,72542089;53,83792385;16,43665526
4770;17,87315;45,21427;13,21605;4,9075;1,20105;2,03006;1,198;0,09829;3,42116;25,9160675;30,72575871;53,60546117;15,66878012
